2023-03-08 17:38:36 startup archives install
2024-08-18 20:50:18 status unpacked libnetplan0:amd64 0.106.1-7ubuntu0.22.04.2
2024-08-18 20:50:18 status half-installed libnetplan0:amd64 0.106.1-7ubuntu0.22.04.2
2024-08-18 20:50:18 status unpacked libnetplan0:amd64 0.106.1-7ubuntu0.22.04.4
2024-08-18 20:50:18 upgrade locales:all 2.35-0ubuntu3.7 2.35-0ubuntu3.8
2024-08-18 20:50:18 status half-configured locales:all 2.35-0ubuntu3.7
2024-08-18 20:50:18 status unpacked locales:all 2.35-0ubuntu3.7
2024-08-18 20:50:18 status half-installed locales:all 2.35-0ubuntu3.7
2024-08-18 20:50:18 status unpacked locales:all 2.35-0ubuntu3.8
2024-08-18 20:50:18 upgrade xxd:amd64 2:8.2.3995-1ubuntu2.16 2:8.2.3995-1ubuntu2.17
2024-08-18 20:50:18 status half-configured xxd:amd64 2:8.2.3995-1ubuntu2.16
2024-08-18 20:50:18 status unpacked xxd:amd64 2:8.2.3995-1ubuntu2.16
2024-08-18 20:50:19 status half-installed xxd:amd64 2:8.2.3995-1ubuntu2.16
2024-08-18 20:50:19 status unpacked xxd:amd64 2:8.2.3995-1ubuntu2.17
2024-08-18 20:50:19 upgrade vim-tiny:amd64 2:8.2.3995-1ubuntu2.16 2:8.2.3995-1ubuntu2.17
2024-08-18 20:50:19 status half-configured vim-tiny:amd64 2:8.2.3995-1ubuntu2.16
2024-08-18 20:50:19 status unpacked vim-tiny:amd64 2:8.2.3995-1ubuntu2.16
2024-08-18 20:50:19 status half-installed vim-tiny:amd64 2:8.2.3995-1ubuntu2.16
2024-08-18 20:50:19 status unpacked vim-tiny:amd64 2:8.2.3995-1ubuntu2.17
2024-08-18 20:50:19 upgrade vim-common:all 2:8.2.3995-1ubuntu2.16 2:8.2.3995-1ubuntu2.17
2024-08-18 20:50:19 status half-configured vim-common:all 2:8.2.3995-1ubuntu2.16
2024-08-18 20:50:19 status unpacked vim-common:all 2:8.2.3995-1ubuntu2.16
2024-08-18 20:50:19 status half-installed vim-common:all 2:8.2.3995-1ubuntu2.16
2024-08-18 20:50:19 status triggers-pending hicolor-icon-theme:all 0.17-2
2024-08-18 20:50:19 status unpacked vim-common:all 2:8.2.3995-1ubuntu2.17
2024-08-18 20:50:19 upgrade bind9-host:amd64 1:9.18.18-0ubuntu0.22.04.2 1:9.18.28-0ubuntu0.22.04.1
2024-08-18 20:50:19 status half-configured bind9-host:amd64 1:9.18.18-0ubuntu0.22.04.2
2024-08-18 20:50:19 status unpacked bind9-host:amd64 1:9.18.18-0ubuntu0.22.04.2
2024-08-18 20:50:19 status half-installed bind9-host:amd64 1:9.18.18-0ubuntu0.22.04.2
2024-08-18 20:50:19 status unpacked bind9-host:amd64 1:9.18.28-0ubuntu0.22.04.1
2024-08-18 20:50:19 upgrade bind9-libs:amd64 1:9.18.18-0ubuntu0.22.04.2 1:9.18.28-0ubuntu0.22.04.1
2024-08-18 20:50:19 status half-configured bind9-libs:amd64 1:9.18.18-0ubuntu0.22.04.2
2024-08-18 20:50:19 status unpacked bind9-libs:amd64 1:9.18.18-0ubuntu0.22.04.2
2024-08-18 20:50:19 status half-installed bind9-libs:amd64 1:9.18.18-0ubuntu0.22.04.2
2024-08-18 20:50:20 status unpacked bind9-libs:amd64 1:9.18.28-0ubuntu0.22.04.1
2024-08-18 20:50:20 upgrade libcurl3-gnutls:amd64 7.81.0-1ubuntu1.16 7.81.0-1ubuntu1.17
2024-08-18 20:50:20 status half-configured libcurl3-gnutls:amd64 7.81.0-1ubuntu1.16
2024-08-18 20:50:20 status unpacked libcurl3-gnutls:amd64 7.81.0-1ubuntu1.16
2024-08-18 20:50:20 status half-installed libcurl3-gnutls:amd64 7.81.0-1ubuntu1.16
2024-08-18 20:50:20 status unpacked libcurl3-gnutls:amd64 7.81.0-1ubuntu1.17
2024-08-18 20:50:20 upgrade git-man:all 1:2.34.1-1ubuntu1.10 1:2.34.1-1ubuntu1.11
2024-08-18 20:50:20 status half-configured git-man:all 1:2.34.1-1ubuntu1.10
2024-08-18 20:50:20 status unpacked git-man:all 1:2.34.1-1ubuntu1.10
2024-08-18 20:50:20 status half-installed git-man:all 1:2.34.1-1ubuntu1.10
2024-08-18 20:50:20 status unpacked git-man:all 1:2.34.1-1ubuntu1.11
2024-08-18 20:50:21 upgrade git:amd64 1:2.34.1-1ubuntu1.10 1:2.34.1-1ubuntu1.11
2024-08-18 20:50:21 status half-configured git:amd64 1:2.34.1-1ubuntu1.10
2024-08-18 20:50:21 status unpacked git:amd64 1:2.34.1-1ubuntu1.10
2024-08-18 20:50:21 status half-installed git:amd64 1:2.34.1-1ubuntu1.10
2024-08-18 20:50:21 status unpacked git:amd64 1:2.34.1-1ubuntu1.11
2024-08-18 20:50:21 upgrade openssh-client:amd64 1:8.9p1-3ubuntu0.7 1:8.9p1-3ubuntu0.10
2024-08-18 20:50:21 status half-configured openssh-client:amd64 1:8.9p1-3ubuntu0.7
2024-08-18 20:50:21 status unpacked openssh-client:amd64 1:8.9p1-3ubuntu0.7
2024-08-18 20:50:21 status half-installed openssh-client:amd64 1:8.9p1-3ubuntu0.7
2024-08-18 20:50:22 status unpacked openssh-client:amd64 1:8.9p1-3ubuntu0.10
2024-08-18 20:50:22 upgrade wget:amd64 1.21.2-2ubuntu1 1.21.2-2ubuntu1.1
2024-08-18 20:50:22 status half-configured wget:amd64 1.21.2-2ubuntu1
2024-08-18 20:50:22 status unpacked wget:amd64 1.21.2-2ubuntu1
2024-08-18 20:50:22 status half-installed wget:amd64 1.21.2-2ubuntu1
2024-08-18 20:50:22 status triggers-pending install-info:amd64 6.8-4build1
2024-08-18 20:50:22 status unpacked wget:amd64 1.21.2-2ubuntu1.1
2024-08-18 20:50:22 upgrade python3-problem-report:all 2.20.11-0ubuntu82.5 2.20.11-0ubuntu82.6
2024-08-18 20:50:22 status half-configured python3-problem-report:all 2.20.11-0ubuntu82.5
2024-08-18 20:50:22 status unpacked python3-problem-report:all 2.20.11-0ubuntu82.5
2024-08-18 20:50:22 status half-installed python3-problem-report:all 2.20.11-0ubuntu82.5
2024-08-18 20:50:22 status unpacked python3-problem-report:all 2.20.11-0ubuntu82.6
2024-08-18 20:50:22 upgrade python3-apport:all 2.20.11-0ubuntu82.5 2.20.11-0ubuntu82.6
2024-08-18 20:50:22 status half-configured python3-apport:all 2.20.11-0ubuntu82.5
2024-08-18 20:50:22 status unpacked python3-apport:all 2.20.11-0ubuntu82.5
2024-08-18 20:50:22 status half-installed python3-apport:all 2.20.11-0ubuntu82.5
2024-08-18 20:50:22 status unpacked python3-apport:all 2.20.11-0ubuntu82.6
2024-08-18 20:50:23 upgrade apport:all 2.20.11-0ubuntu82.5 2.20.11-0ubuntu82.6
2024-08-18 20:50:23 status half-configured apport:all 2.20.11-0ubuntu82.5
2024-08-18 20:50:23 status unpacked apport:all 2.20.11-0ubuntu82.5
2024-08-18 20:50:23 status half-installed apport:all 2.20.11-0ubuntu82.5
2024-08-18 20:50:23 status unpacked apport:all 2.20.11-0ubuntu82.6
2024-08-18 20:50:23 upgrade busybox-initramfs:amd64 1:1.30.1-7ubuntu3 1:1.30.1-7ubuntu3.1
2024-08-18 20:50:23 status half-configured busybox-initramfs:amd64 1:1.30.1-7ubuntu3
2024-08-18 20:50:23 status unpacked busybox-initramfs:amd64 1:1.30.1-7ubuntu3
2024-08-18 20:50:23 status half-installed busybox-initramfs:amd64 1:1.30.1-7ubuntu3
2024-08-18 20:50:23 status unpacked busybox-initramfs:amd64 1:1.30.1-7ubuntu3.1
2024-08-18 20:50:23 upgrade curl:amd64 7.81.0-1ubuntu1.16 7.81.0-1ubuntu1.17
2024-08-18 20:50:23 status half-configured curl:amd64 7.81.0-1ubuntu1.16
2024-08-18 20:50:23 status unpacked curl:amd64 7.81.0-1ubuntu1.16
2024-08-18 20:50:23 status half-installed curl:amd64 7.81.0-1ubuntu1.16
2024-08-18 20:50:23 status unpacked curl:amd64 7.81.0-1ubuntu1.17
2024-08-18 20:50:23 upgrade libcurl4:amd64 7.81.0-1ubuntu1.16 7.81.0-1ubuntu1.17
2024-08-18 20:50:23 status half-configured libcurl4:amd64 7.81.0-1ubuntu1.16
2024-08-18 20:50:23 status unpacked libcurl4:amd64 7.81.0-1ubuntu1.16
2024-08-18 20:50:23 status half-installed libcurl4:amd64 7.81.0-1ubuntu1.16
2024-08-18 20:50:24 status unpacked libcurl4:amd64 7.81.0-1ubuntu1.17
2024-08-18 20:50:24 upgrade libespeak-ng1:amd64 1.50+dfsg-10 1.50+dfsg-10ubuntu0.1
2024-08-18 20:50:24 status half-configured libespeak-ng1:amd64 1.50+dfsg-10
2024-08-18 20:50:24 status unpacked libespeak-ng1:amd64 1.50+dfsg-10
2024-08-18 20:50:24 status half-installed libespeak-ng1:amd64 1.50+dfsg-10
2024-08-18 20:50:24 status unpacked libespeak-ng1:amd64 1.50+dfsg-10ubuntu0.1
2024-08-18 20:50:24 upgrade espeak-ng-data:amd64 1.50+dfsg-10 1.50+dfsg-10ubuntu0.1
2024-08-18 20:50:24 status half-configured espeak-ng-data:amd64 1.50+dfsg-10
2024-08-18 20:50:24 status unpacked espeak-ng-data:amd64 1.50+dfsg-10
2024-08-18 20:50:24 status half-installed espeak-ng-data:amd64 1.50+dfsg-10
2024-08-18 20:50:24 status unpacked espeak-ng-data:amd64 1.50+dfsg-10ubuntu0.1
2024-08-18 20:50:24 upgrade libgdk-pixbuf2.0-common:all 2.42.8+dfsg-1ubuntu0.2 2.42.8+dfsg-1ubuntu0.3
2024-08-18 20:50:24 status half-configured libgdk-pixbuf2.0-common:all 2.42.8+dfsg-1ubuntu0.2
2024-08-18 20:50:24 status unpacked libgdk-pixbuf2.0-common:all 2.42.8+dfsg-1ubuntu0.2
2024-08-18 20:50:25 status half-installed libgdk-pixbuf2.0-common:all 2.42.8+dfsg-1ubuntu0.2
2024-08-18 20:50:25 status unpacked libgdk-pixbuf2.0-common:all 2.42.8+dfsg-1ubuntu0.3
2024-08-18 20:50:25 upgrade libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2 2.42.8+dfsg-1ubuntu0.3
2024-08-18 20:50:25 status half-configured libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2024-08-18 20:50:25 status unpacked libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2024-08-18 20:50:25 status half-installed libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2024-08-18 20:50:25 status unpacked libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.3
2024-08-18 20:50:25 upgrade libwayland-client0:amd64 1.20.0-1ubuntu0.1 1.22.0-2pop1~1722453806~22.04~accf54c
2024-08-18 20:50:25 status half-configured libwayland-client0:amd64 1.20.0-1ubuntu0.1
2024-08-18 20:50:25 status unpacked libwayland-client0:amd64 1.20.0-1ubuntu0.1
2024-08-18 20:50:25 status half-installed libwayland-client0:amd64 1.20.0-1ubuntu0.1
2024-08-18 20:50:25 status unpacked libwayland-client0:amd64 1.22.0-2pop1~1722453806~22.04~accf54c
2024-08-18 20:50:25 upgrade libwayland-cursor0:amd64 1.20.0-1ubuntu0.1 1.22.0-2pop1~1722453806~22.04~accf54c
2024-08-18 20:50:25 status half-configured libwayland-cursor0:amd64 1.20.0-1ubuntu0.1
2024-08-18 20:50:25 status unpacked libwayland-cursor0:amd64 1.20.0-1ubuntu0.1
2024-08-18 20:50:25 status half-installed libwayland-cursor0:amd64 1.20.0-1ubuntu0.1
2024-08-18 20:50:25 status unpacked libwayland-cursor0:amd64 1.22.0-2pop1~1722453806~22.04~accf54c
2024-08-18 20:50:25 upgrade libwayland-egl1:amd64 1.20.0-1ubuntu0.1 1.22.0-2pop1~1722453806~22.04~accf54c
2024-08-18 20:50:25 status half-configured libwayland-egl1:amd64 1.20.0-1ubuntu0.1
2024-08-18 20:50:25 status unpacked libwayland-egl1:amd64 1.20.0-1ubuntu0.1
2024-08-18 20:50:25 status half-installed libwayland-egl1:amd64 1.20.0-1ubuntu0.1
2024-08-18 20:50:26 status unpacked libwayland-egl1:amd64 1.22.0-2pop1~1722453806~22.04~accf54c
2024-08-18 20:50:26 upgrade libgtk-3-common:all 3.24.33-1ubuntu2.1 3.24.33-1ubuntu2.2
2024-08-18 20:50:26 status half-configured libgtk-3-common:all 3.24.33-1ubuntu2.1
2024-08-18 20:50:26 status unpacked libgtk-3-common:all 3.24.33-1ubuntu2.1
2024-08-18 20:50:26 status half-installed libgtk-3-common:all 3.24.33-1ubuntu2.1
2024-08-18 20:50:26 status unpacked libgtk-3-common:all 3.24.33-1ubuntu2.2
2024-08-18 20:50:26 upgrade libgtk-3-0:amd64 3.24.33-1ubuntu2.1 3.24.33-1ubuntu2.2
2024-08-18 20:50:26 status half-configured libgtk-3-0:amd64 3.24.33-1ubuntu2.1
2024-08-18 20:50:26 status unpacked libgtk-3-0:amd64 3.24.33-1ubuntu2.1
2024-08-18 20:50:26 status half-installed libgtk-3-0:amd64 3.24.33-1ubuntu2.1
2024-08-18 20:50:26 status unpacked libgtk-3-0:amd64 3.24.33-1ubuntu2.2
2024-08-18 20:50:26 upgrade firefox:amd64 1:126.0~1715723058~22.04~c685968 1:129.0.1~1723733762~22.04~7c780f8
2024-08-18 20:50:26 status half-configured firefox:amd64 1:126.0~1715723058~22.04~c685968
2024-08-18 20:50:26 status unpacked firefox:amd64 1:126.0~1715723058~22.04~c685968
2024-08-18 20:50:26 status half-installed firefox:amd64 1:126.0~1715723058~22.04~c685968
2024-08-18 20:50:28 status unpacked firefox:amd64 1:129.0.1~1723733762~22.04~7c780f8
2024-08-18 20:50:29 upgrade fonts-opensymbol:all 2:102.12+LibO7.3.7-0ubuntu0.22.04.4 2:102.12+LibO7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:29 status half-configured fonts-opensymbol:all 2:102.12+LibO7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:29 status unpacked fonts-opensymbol:all 2:102.12+LibO7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:29 status half-installed fonts-opensymbol:all 2:102.12+LibO7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:29 status triggers-pending fontconfig:amd64 2.13.1-4.2ubuntu5
2024-08-18 20:50:29 status unpacked fonts-opensymbol:all 2:102.12+LibO7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:29 upgrade gir1.2-gdkpixbuf-2.0:amd64 2.42.8+dfsg-1ubuntu0.2 2.42.8+dfsg-1ubuntu0.3
2024-08-18 20:50:29 status half-configured gir1.2-gdkpixbuf-2.0:amd64 2.42.8+dfsg-1ubuntu0.2
2024-08-18 20:50:29 status unpacked gir1.2-gdkpixbuf-2.0:amd64 2.42.8+dfsg-1ubuntu0.2
2024-08-18 20:50:29 status half-installed gir1.2-gdkpixbuf-2.0:amd64 2.42.8+dfsg-1ubuntu0.2
2024-08-18 20:50:29 status unpacked gir1.2-gdkpixbuf-2.0:amd64 2.42.8+dfsg-1ubuntu0.3
2024-08-18 20:50:29 upgrade gir1.2-gtk-3.0:amd64 3.24.33-1ubuntu2.1 3.24.33-1ubuntu2.2
2024-08-18 20:50:29 status half-configured gir1.2-gtk-3.0:amd64 3.24.33-1ubuntu2.1
2024-08-18 20:50:29 status unpacked gir1.2-gtk-3.0:amd64 3.24.33-1ubuntu2.1
2024-08-18 20:50:29 status half-installed gir1.2-gtk-3.0:amd64 3.24.33-1ubuntu2.1
2024-08-18 20:50:29 status unpacked gir1.2-gtk-3.0:amd64 3.24.33-1ubuntu2.2
2024-08-18 20:50:29 upgrade gir1.2-webkit2-4.0:amd64 2.44.0-0ubuntu0.22.04.1 2.44.2-0ubuntu0.22.04.1
2024-08-18 20:50:29 status half-configured gir1.2-webkit2-4.0:amd64 2.44.0-0ubuntu0.22.04.1
2024-08-18 20:50:29 status unpacked gir1.2-webkit2-4.0:amd64 2.44.0-0ubuntu0.22.04.1
2024-08-18 20:50:29 status half-installed gir1.2-webkit2-4.0:amd64 2.44.0-0ubuntu0.22.04.1
2024-08-18 20:50:29 status unpacked gir1.2-webkit2-4.0:amd64 2.44.2-0ubuntu0.22.04.1
2024-08-18 20:50:30 upgrade gir1.2-javascriptcoregtk-4.0:amd64 2.44.0-0ubuntu0.22.04.1 2.44.2-0ubuntu0.22.04.1
2024-08-18 20:50:30 status half-configured gir1.2-javascriptcoregtk-4.0:amd64 2.44.0-0ubuntu0.22.04.1
2024-08-18 20:50:30 status unpacked gir1.2-javascriptcoregtk-4.0:amd64 2.44.0-0ubuntu0.22.04.1
2024-08-18 20:50:30 status half-installed gir1.2-javascriptcoregtk-4.0:amd64 2.44.0-0ubuntu0.22.04.1
2024-08-18 20:50:30 status unpacked gir1.2-javascriptcoregtk-4.0:amd64 2.44.2-0ubuntu0.22.04.1
2024-08-18 20:50:30 upgrade libwebkit2gtk-4.0-37:amd64 2.44.0-0ubuntu0.22.04.1 2.44.2-0ubuntu0.22.04.1
2024-08-18 20:50:30 status half-configured libwebkit2gtk-4.0-37:amd64 2.44.0-0ubuntu0.22.04.1
2024-08-18 20:50:30 status unpacked libwebkit2gtk-4.0-37:amd64 2.44.0-0ubuntu0.22.04.1
2024-08-18 20:50:30 status half-installed libwebkit2gtk-4.0-37:amd64 2.44.0-0ubuntu0.22.04.1
2024-08-18 20:50:31 status unpacked libwebkit2gtk-4.0-37:amd64 2.44.2-0ubuntu0.22.04.1
2024-08-18 20:50:31 upgrade libjavascriptcoregtk-4.0-18:amd64 2.44.0-0ubuntu0.22.04.1 2.44.2-0ubuntu0.22.04.1
2024-08-18 20:50:31 status half-configured libjavascriptcoregtk-4.0-18:amd64 2.44.0-0ubuntu0.22.04.1
2024-08-18 20:50:31 status unpacked libjavascriptcoregtk-4.0-18:amd64 2.44.0-0ubuntu0.22.04.1
2024-08-18 20:50:31 status half-installed libjavascriptcoregtk-4.0-18:amd64 2.44.0-0ubuntu0.22.04.1
2024-08-18 20:50:31 status unpacked libjavascriptcoregtk-4.0-18:amd64 2.44.2-0ubuntu0.22.04.1
2024-08-18 20:50:32 upgrade gstreamer1.0-plugins-base:amd64 1.20.1-1ubuntu0.1 1.20.1-1ubuntu0.2
2024-08-18 20:50:32 status half-configured gstreamer1.0-plugins-base:amd64 1.20.1-1ubuntu0.1
2024-08-18 20:50:32 status unpacked gstreamer1.0-plugins-base:amd64 1.20.1-1ubuntu0.1
2024-08-18 20:50:32 status half-installed gstreamer1.0-plugins-base:amd64 1.20.1-1ubuntu0.1
2024-08-18 20:50:32 status unpacked gstreamer1.0-plugins-base:amd64 1.20.1-1ubuntu0.2
2024-08-18 20:50:32 upgrade libgstreamer-gl1.0-0:amd64 1.20.1-1ubuntu0.1 1.20.1-1ubuntu0.2
2024-08-18 20:50:32 status half-configured libgstreamer-gl1.0-0:amd64 1.20.1-1ubuntu0.1
2024-08-18 20:50:32 status unpacked libgstreamer-gl1.0-0:amd64 1.20.1-1ubuntu0.1
2024-08-18 20:50:32 status half-installed libgstreamer-gl1.0-0:amd64 1.20.1-1ubuntu0.1
2024-08-18 20:50:32 status unpacked libgstreamer-gl1.0-0:amd64 1.20.1-1ubuntu0.2
2024-08-18 20:50:32 upgrade libwayland-server0:amd64 1.20.0-1ubuntu0.1 1.22.0-2pop1~1722453806~22.04~accf54c
2024-08-18 20:50:32 status half-configured libwayland-server0:amd64 1.20.0-1ubuntu0.1
2024-08-18 20:50:32 status unpacked libwayland-server0:amd64 1.20.0-1ubuntu0.1
2024-08-18 20:50:32 status half-installed libwayland-server0:amd64 1.20.0-1ubuntu0.1
2024-08-18 20:50:32 status unpacked libwayland-server0:amd64 1.22.0-2pop1~1722453806~22.04~accf54c
2024-08-18 20:50:32 upgrade libvte-2.91-0:amd64 0.68.0-1 0.68.0-1ubuntu0.1
2024-08-18 20:50:32 status half-configured libvte-2.91-0:amd64 0.68.0-1
2024-08-18 20:50:32 status unpacked libvte-2.91-0:amd64 0.68.0-1
2024-08-18 20:50:32 status half-installed libvte-2.91-0:amd64 0.68.0-1
2024-08-18 20:50:32 status unpacked libvte-2.91-0:amd64 0.68.0-1ubuntu0.1
2024-08-18 20:50:33 upgrade libvte-2.91-common:amd64 0.68.0-1 0.68.0-1ubuntu0.1
2024-08-18 20:50:33 status half-configured libvte-2.91-common:amd64 0.68.0-1
2024-08-18 20:50:33 status unpacked libvte-2.91-common:amd64 0.68.0-1
2024-08-18 20:50:33 status half-installed libvte-2.91-common:amd64 0.68.0-1
2024-08-18 20:50:33 status unpacked libvte-2.91-common:amd64 0.68.0-1ubuntu0.1
2024-08-18 20:50:33 upgrade gir1.2-vte-2.91:amd64 0.68.0-1 0.68.0-1ubuntu0.1
2024-08-18 20:50:33 status half-configured gir1.2-vte-2.91:amd64 0.68.0-1
2024-08-18 20:50:33 status unpacked gir1.2-vte-2.91:amd64 0.68.0-1
2024-08-18 20:50:33 status half-installed gir1.2-vte-2.91:amd64 0.68.0-1
2024-08-18 20:50:33 status unpacked gir1.2-vte-2.91:amd64 0.68.0-1ubuntu0.1
2024-08-18 20:50:33 upgrade gnome-remote-desktop:amd64 42.9-0ubuntu0.22.04.1 42.9-0ubuntu0.22.04.2
2024-08-18 20:50:33 status half-configured gnome-remote-desktop:amd64 42.9-0ubuntu0.22.04.1
2024-08-18 20:50:33 status unpacked gnome-remote-desktop:amd64 42.9-0ubuntu0.22.04.1
2024-08-18 20:50:33 status half-installed gnome-remote-desktop:amd64 42.9-0ubuntu0.22.04.1
2024-08-18 20:50:33 status unpacked gnome-remote-desktop:amd64 42.9-0ubuntu0.22.04.2
2024-08-18 20:50:33 upgrade gnome-shell-extension-cosmic-workspaces:all 0.1.0~1654603041~22.04~c5f2c5d 0.1.0~1716422595~22.04~6d90fb4
2024-08-18 20:50:33 status half-configured gnome-shell-extension-cosmic-workspaces:all 0.1.0~1654603041~22.04~c5f2c5d
2024-08-18 20:50:33 status unpacked gnome-shell-extension-cosmic-workspaces:all 0.1.0~1654603041~22.04~c5f2c5d
2024-08-18 20:50:33 status half-installed gnome-shell-extension-cosmic-workspaces:all 0.1.0~1654603041~22.04~c5f2c5d
2024-08-18 20:50:34 status unpacked gnome-shell-extension-cosmic-workspaces:all 0.1.0~1716422595~22.04~6d90fb4
2024-08-18 20:50:34 upgrade system76-power:amd64 1.2.0~1715198272~22.04~a546efa 1.2.0~1723747369~22.04~03a9495
2024-08-18 20:50:34 status triggers-awaited system76-power:amd64 1.2.0~1715198272~22.04~a546efa
2024-08-18 20:50:34 status half-configured system76-power:amd64 1.2.0~1715198272~22.04~a546efa
2024-08-18 20:50:34 status unpacked system76-power:amd64 1.2.0~1715198272~22.04~a546efa
2024-08-18 20:50:34 status half-installed system76-power:amd64 1.2.0~1715198272~22.04~a546efa
2024-08-18 20:50:34 status unpacked system76-power:amd64 1.2.0~1723747369~22.04~03a9495
2024-08-18 20:50:34 upgrade gnome-shell-extension-system76-power:all 2.0.6~1716303865~22.04~419e618 2.0.6~1722536864~22.04~0b4304d
2024-08-18 20:50:34 status half-configured gnome-shell-extension-system76-power:all 2.0.6~1716303865~22.04~419e618
2024-08-18 20:50:34 status unpacked gnome-shell-extension-system76-power:all 2.0.6~1716303865~22.04~419e618
2024-08-18 20:50:34 status half-installed gnome-shell-extension-system76-power:all 2.0.6~1716303865~22.04~419e618
2024-08-18 20:50:34 status unpacked gnome-shell-extension-system76-power:all 2.0.6~1722536864~22.04~0b4304d
2024-08-18 20:50:34 upgrade gstreamer1.0-gl:amd64 1.20.1-1ubuntu0.1 1.20.1-1ubuntu0.2
2024-08-18 20:50:34 status half-configured gstreamer1.0-gl:amd64 1.20.1-1ubuntu0.1
2024-08-18 20:50:34 status unpacked gstreamer1.0-gl:amd64 1.20.1-1ubuntu0.1
2024-08-18 20:50:34 status half-installed gstreamer1.0-gl:amd64 1.20.1-1ubuntu0.1
2024-08-18 20:50:34 status unpacked gstreamer1.0-gl:amd64 1.20.1-1ubuntu0.2
2024-08-18 20:50:34 upgrade gstreamer1.0-x:amd64 1.20.1-1ubuntu0.1 1.20.1-1ubuntu0.2
2024-08-18 20:50:34 status half-configured gstreamer1.0-x:amd64 1.20.1-1ubuntu0.1
2024-08-18 20:50:35 status unpacked gstreamer1.0-x:amd64 1.20.1-1ubuntu0.1
2024-08-18 20:50:35 status half-installed gstreamer1.0-x:amd64 1.20.1-1ubuntu0.1
2024-08-18 20:50:35 status unpacked gstreamer1.0-x:amd64 1.20.1-1ubuntu0.2
2024-08-18 20:50:35 upgrade gtk-update-icon-cache:amd64 3.24.33-1ubuntu2.1 3.24.33-1ubuntu2.2
2024-08-18 20:50:35 status half-configured gtk-update-icon-cache:amd64 3.24.33-1ubuntu2.1
2024-08-18 20:50:35 status unpacked gtk-update-icon-cache:amd64 3.24.33-1ubuntu2.1
2024-08-18 20:50:35 status half-installed gtk-update-icon-cache:amd64 3.24.33-1ubuntu2.1
2024-08-18 20:50:35 status unpacked gtk-update-icon-cache:amd64 3.24.33-1ubuntu2.2
2024-08-18 20:50:35 upgrade gtk2-engines-pixbuf:amd64 2.24.33-2ubuntu2 2.24.33-2ubuntu2.1
2024-08-18 20:50:35 status half-configured gtk2-engines-pixbuf:amd64 2.24.33-2ubuntu2
2024-08-18 20:50:35 status unpacked gtk2-engines-pixbuf:amd64 2.24.33-2ubuntu2
2024-08-18 20:50:35 status half-installed gtk2-engines-pixbuf:amd64 2.24.33-2ubuntu2
2024-08-18 20:50:35 status unpacked gtk2-engines-pixbuf:amd64 2.24.33-2ubuntu2.1
2024-08-18 20:50:35 upgrade libarchive13:amd64 3.6.0-1ubuntu1 3.6.0-1ubuntu1.1
2024-08-18 20:50:35 status half-configured libarchive13:amd64 3.6.0-1ubuntu1
2024-08-18 20:50:35 status unpacked libarchive13:amd64 3.6.0-1ubuntu1
2024-08-18 20:50:35 status half-installed libarchive13:amd64 3.6.0-1ubuntu1
2024-08-18 20:50:35 status unpacked libarchive13:amd64 3.6.0-1ubuntu1.1
2024-08-18 20:50:35 upgrade libcdio19:amd64 2.1.0-3build1 2.1.0-3ubuntu0.2
2024-08-18 20:50:35 status half-configured libcdio19:amd64 2.1.0-3build1
2024-08-18 20:50:36 status unpacked libcdio19:amd64 2.1.0-3build1
2024-08-18 20:50:36 status half-installed libcdio19:amd64 2.1.0-3build1
2024-08-18 20:50:36 status unpacked libcdio19:amd64 2.1.0-3ubuntu0.2
2024-08-18 20:50:36 install libdecor-0-0:amd64 <none> 0.1.0-3build1
2024-08-18 20:50:36 status half-installed libdecor-0-0:amd64 0.1.0-3build1
2024-08-18 20:50:36 status unpacked libdecor-0-0:amd64 0.1.0-3build1
2024-08-18 20:50:36 install libdecor-0-plugin-1-cairo:amd64 <none> 0.1.0-3build1
2024-08-18 20:50:36 status half-installed libdecor-0-plugin-1-cairo:amd64 0.1.0-3build1
2024-08-18 20:50:36 status unpacked libdecor-0-plugin-1-cairo:amd64 0.1.0-3build1
2024-08-18 20:50:36 upgrade libgtk2.0-common:all 2.24.33-2ubuntu2 2.24.33-2ubuntu2.1
2024-08-18 20:50:36 status half-configured libgtk2.0-common:all 2.24.33-2ubuntu2
2024-08-18 20:50:36 status unpacked libgtk2.0-common:all 2.24.33-2ubuntu2
2024-08-18 20:50:36 status half-installed libgtk2.0-common:all 2.24.33-2ubuntu2
2024-08-18 20:50:36 status unpacked libgtk2.0-common:all 2.24.33-2ubuntu2.1
2024-08-18 20:50:37 upgrade libgtk2.0-bin:amd64 2.24.33-2ubuntu2 2.24.33-2ubuntu2.1
2024-08-18 20:50:37 status half-configured libgtk2.0-bin:amd64 2.24.33-2ubuntu2
