2023-03-08 17:38:36 startup archives install
2024-08-18 20:50:37 status unpacked libgtk2.0-bin:amd64 2.24.33-2ubuntu2
2024-08-18 20:50:37 status half-installed libgtk2.0-bin:amd64 2.24.33-2ubuntu2
2024-08-18 20:50:37 status unpacked libgtk2.0-bin:amd64 2.24.33-2ubuntu2.1
2024-08-18 20:50:37 upgrade libgail-common:amd64 2.24.33-2ubuntu2 2.24.33-2ubuntu2.1
2024-08-18 20:50:37 status half-configured libgail-common:amd64 2.24.33-2ubuntu2
2024-08-18 20:50:37 status unpacked libgail-common:amd64 2.24.33-2ubuntu2
2024-08-18 20:50:37 status half-installed libgail-common:amd64 2.24.33-2ubuntu2
2024-08-18 20:50:37 status unpacked libgail-common:amd64 2.24.33-2ubuntu2.1
2024-08-18 20:50:37 upgrade libgail18:amd64 2.24.33-2ubuntu2 2.24.33-2ubuntu2.1
2024-08-18 20:50:37 status half-configured libgail18:amd64 2.24.33-2ubuntu2
2024-08-18 20:50:37 status unpacked libgail18:amd64 2.24.33-2ubuntu2
2024-08-18 20:50:37 status half-installed libgail18:amd64 2.24.33-2ubuntu2
2024-08-18 20:50:37 status unpacked libgail18:amd64 2.24.33-2ubuntu2.1
2024-08-18 20:50:37 upgrade libgtk2.0-0:amd64 2.24.33-2ubuntu2 2.24.33-2ubuntu2.1
2024-08-18 20:50:37 status half-configured libgtk2.0-0:amd64 2.24.33-2ubuntu2
2024-08-18 20:50:37 status unpacked libgtk2.0-0:amd64 2.24.33-2ubuntu2
2024-08-18 20:50:37 status half-installed libgtk2.0-0:amd64 2.24.33-2ubuntu2
2024-08-18 20:50:37 status unpacked libgtk2.0-0:amd64 2.24.33-2ubuntu2.1
2024-08-18 20:50:38 upgrade libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.2 2.42.8+dfsg-1ubuntu0.3
2024-08-18 20:50:38 status half-configured libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.2
2024-08-18 20:50:38 status unpacked libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.2
2024-08-18 20:50:38 status half-installed libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.2
2024-08-18 20:50:38 status unpacked libgdk-pixbuf2.0-bin:amd64 2.42.8+dfsg-1ubuntu0.3
2024-08-18 20:50:38 upgrade libgif7:amd64 5.1.9-2build2 5.1.9-2ubuntu0.1
2024-08-18 20:50:38 status half-configured libgif7:amd64 5.1.9-2build2
2024-08-18 20:50:38 status unpacked libgif7:amd64 5.1.9-2build2
2024-08-18 20:50:38 status half-installed libgif7:amd64 5.1.9-2build2
2024-08-18 20:50:38 status unpacked libgif7:amd64 5.1.9-2ubuntu0.1
2024-08-18 20:50:38 upgrade gjs:amd64 1.72.2-0ubuntu2 1.72.4-0ubuntu0.22.04.3~really.is.1.72.2.0ubuntu2
2024-08-18 20:50:38 status half-configured gjs:amd64 1.72.2-0ubuntu2
2024-08-18 20:50:38 status unpacked gjs:amd64 1.72.2-0ubuntu2
2024-08-18 20:50:38 status half-installed gjs:amd64 1.72.2-0ubuntu2
2024-08-18 20:50:38 status unpacked gjs:amd64 1.72.4-0ubuntu0.22.04.3~really.is.1.72.2.0ubuntu2
2024-08-18 20:50:38 upgrade libgjs0g:amd64 1.72.2-0ubuntu2 1.72.4-0ubuntu0.22.04.3~really.is.1.72.2.0ubuntu2
2024-08-18 20:50:38 status half-configured libgjs0g:amd64 1.72.2-0ubuntu2
2024-08-18 20:50:38 status unpacked libgjs0g:amd64 1.72.2-0ubuntu2
2024-08-18 20:50:39 status half-installed libgjs0g:amd64 1.72.2-0ubuntu2
2024-08-18 20:50:39 status unpacked libgjs0g:amd64 1.72.4-0ubuntu0.22.04.3~really.is.1.72.2.0ubuntu2
2024-08-18 20:50:39 upgrade libgtk-3-bin:amd64 3.24.33-1ubuntu2.1 3.24.33-1ubuntu2.2
2024-08-18 20:50:39 status half-configured libgtk-3-bin:amd64 3.24.33-1ubuntu2.1
2024-08-18 20:50:39 status unpacked libgtk-3-bin:amd64 3.24.33-1ubuntu2.1
2024-08-18 20:50:39 status half-installed libgtk-3-bin:amd64 3.24.33-1ubuntu2.1
2024-08-18 20:50:39 status unpacked libgtk-3-bin:amd64 3.24.33-1ubuntu2.2
2024-08-18 20:50:39 upgrade libndp0:amd64 1.8-0ubuntu3 1.8-0ubuntu3.1
2024-08-18 20:50:39 status half-configured libndp0:amd64 1.8-0ubuntu3
2024-08-18 20:50:39 status unpacked libndp0:amd64 1.8-0ubuntu3
2024-08-18 20:50:39 status half-installed libndp0:amd64 1.8-0ubuntu3
2024-08-18 20:50:39 status unpacked libndp0:amd64 1.8-0ubuntu3.1
2024-08-18 20:50:39 upgrade libpop-desktop-widget:amd64 0.2.0~1708359963~22.04~a375759 0.2.0~1721078511~22.04~b665120
2024-08-18 20:50:39 status half-configured libpop-desktop-widget:amd64 0.2.0~1708359963~22.04~a375759
2024-08-18 20:50:39 status unpacked libpop-desktop-widget:amd64 0.2.0~1708359963~22.04~a375759
2024-08-18 20:50:39 status half-installed libpop-desktop-widget:amd64 0.2.0~1708359963~22.04~a375759
2024-08-18 20:50:39 status unpacked libpop-desktop-widget:amd64 0.2.0~1721078511~22.04~b665120
2024-08-18 20:50:40 upgrade libuno-sal3:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:40 status half-configured libuno-sal3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:40 status unpacked libuno-sal3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:40 status half-installed libuno-sal3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:40 status triggers-pending libreoffice-common:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:40 status unpacked libuno-sal3:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:40 upgrade libuno-salhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:40 status half-configured libuno-salhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:40 status unpacked libuno-salhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:40 status half-installed libuno-salhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:40 status unpacked libuno-salhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:40 upgrade libuno-cppu3:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:40 status half-configured libuno-cppu3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:40 status unpacked libuno-cppu3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:40 status half-installed libuno-cppu3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:40 status unpacked libuno-cppu3:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:40 upgrade libuno-cppuhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:40 status half-configured libuno-cppuhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:40 status unpacked libuno-cppuhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:40 status half-installed libuno-cppuhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:40 status unpacked libuno-cppuhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:41 upgrade ure:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:41 status half-configured ure:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:41 status unpacked ure:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:41 status half-installed ure:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:41 status unpacked ure:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:41 upgrade uno-libs-private:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:41 status half-configured uno-libs-private:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:41 status unpacked uno-libs-private:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:41 status half-installed uno-libs-private:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:41 status unpacked uno-libs-private:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:41 upgrade libuno-purpenvhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:41 status half-configured libuno-purpenvhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:41 status unpacked libuno-purpenvhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:41 status half-installed libuno-purpenvhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:41 status unpacked libuno-purpenvhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:41 upgrade libreoffice-calc:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:41 status half-configured libreoffice-calc:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:42 status unpacked libreoffice-calc:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:42 status half-installed libreoffice-calc:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:42 status unpacked libreoffice-calc:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:42 upgrade libreoffice-impress:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:42 status half-configured libreoffice-impress:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:42 status unpacked libreoffice-impress:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:42 status half-installed libreoffice-impress:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:43 status unpacked libreoffice-impress:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:43 upgrade libreoffice-draw:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:43 status half-configured libreoffice-draw:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:43 status unpacked libreoffice-draw:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:43 status half-installed libreoffice-draw:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:43 status unpacked libreoffice-draw:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:43 upgrade libreoffice-math:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:43 status half-configured libreoffice-math:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:43 status unpacked libreoffice-math:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:43 status half-installed libreoffice-math:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:44 status unpacked libreoffice-math:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:44 upgrade libreoffice-help-zh-tw:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:44 status half-configured libreoffice-help-zh-tw:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:44 status unpacked libreoffice-help-zh-tw:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:44 status half-installed libreoffice-help-zh-tw:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:46 status unpacked libreoffice-help-zh-tw:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:46 upgrade libreoffice-help-zh-cn:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:46 status half-configured libreoffice-help-zh-cn:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:46 status unpacked libreoffice-help-zh-cn:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:46 status half-installed libreoffice-help-zh-cn:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:48 status unpacked libreoffice-help-zh-cn:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:48 upgrade libreoffice-help-ru:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:48 status half-configured libreoffice-help-ru:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:48 status unpacked libreoffice-help-ru:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:48 status half-installed libreoffice-help-ru:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:50 status unpacked libreoffice-help-ru:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:50 upgrade libreoffice-help-pt-br:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:50 status half-configured libreoffice-help-pt-br:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:50 status unpacked libreoffice-help-pt-br:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:50 status half-installed libreoffice-help-pt-br:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:52 status unpacked libreoffice-help-pt-br:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:52 upgrade libreoffice-help-pt:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:52 status half-configured libreoffice-help-pt:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:52 status unpacked libreoffice-help-pt:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:52 status half-installed libreoffice-help-pt:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:54 status unpacked libreoffice-help-pt:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:54 upgrade libreoffice-help-ja:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:54 status half-configured libreoffice-help-ja:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:54 status unpacked libreoffice-help-ja:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:54 status half-installed libreoffice-help-ja:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:56 status unpacked libreoffice-help-ja:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:56 upgrade libreoffice-help-it:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:56 status half-configured libreoffice-help-it:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:56 status unpacked libreoffice-help-it:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:56 status half-installed libreoffice-help-it:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:58 status unpacked libreoffice-help-it:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:58 upgrade libreoffice-help-fr:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:50:58 status half-configured libreoffice-help-fr:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:58 status unpacked libreoffice-help-fr:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:50:58 status half-installed libreoffice-help-fr:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:00 status unpacked libreoffice-help-fr:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:00 upgrade libreoffice-help-es:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:00 status half-configured libreoffice-help-es:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:00 status unpacked libreoffice-help-es:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:00 status half-installed libreoffice-help-es:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:02 status unpacked libreoffice-help-es:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:02 upgrade libreoffice-help-en-us:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:02 status half-configured libreoffice-help-en-us:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:02 status unpacked libreoffice-help-en-us:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:02 status half-installed libreoffice-help-en-us:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:04 status unpacked libreoffice-help-en-us:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:04 upgrade libreoffice-help-en-gb:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:04 status half-configured libreoffice-help-en-gb:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:04 status unpacked libreoffice-help-en-gb:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:04 status half-installed libreoffice-help-en-gb:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:06 status unpacked libreoffice-help-en-gb:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:06 upgrade libreoffice-help-de:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:06 status half-configured libreoffice-help-de:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:06 status unpacked libreoffice-help-de:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:06 status half-installed libreoffice-help-de:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:08 status unpacked libreoffice-help-de:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:08 upgrade libreoffice-help-common:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:08 status half-configured libreoffice-help-common:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:08 status unpacked libreoffice-help-common:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:08 status half-installed libreoffice-help-common:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:12 status unpacked libreoffice-help-common:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:12 upgrade libreoffice-common:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:12 status half-configured libreoffice-common:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:12 status unpacked libreoffice-common:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:12 status half-installed libreoffice-common:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:13 status triggers-pending shared-mime-info:amd64 2.1-2
2024-08-18 20:51:14 status unpacked libreoffice-common:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:14 upgrade libreoffice-gnome:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:14 status half-configured libreoffice-gnome:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:14 status unpacked libreoffice-gnome:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:15 status half-installed libreoffice-gnome:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:15 status unpacked libreoffice-gnome:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:15 upgrade libreoffice-gtk3:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:15 status half-configured libreoffice-gtk3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:15 status unpacked libreoffice-gtk3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:15 status half-installed libreoffice-gtk3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:15 status unpacked libreoffice-gtk3:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:15 upgrade python3-uno:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:15 status half-configured python3-uno:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:15 status unpacked python3-uno:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:15 status half-installed python3-uno:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:15 status unpacked python3-uno:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:16 upgrade libreoffice-base-core:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:16 status half-configured libreoffice-base-core:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:16 status unpacked libreoffice-base-core:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:16 status half-installed libreoffice-base-core:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:16 status unpacked libreoffice-base-core:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:16 upgrade libreoffice-writer:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:16 status half-configured libreoffice-writer:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:16 status unpacked libreoffice-writer:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:16 status half-installed libreoffice-writer:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:17 status unpacked libreoffice-writer:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:17 upgrade libreoffice-core:amd64 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:17 status half-configured libreoffice-core:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:17 status unpacked libreoffice-core:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:17 status half-installed libreoffice-core:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:19 status unpacked libreoffice-core:amd64 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:19 upgrade libreoffice-l10n-zh-tw:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:19 status half-configured libreoffice-l10n-zh-tw:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:19 status unpacked libreoffice-l10n-zh-tw:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:19 status half-installed libreoffice-l10n-zh-tw:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:19 status unpacked libreoffice-l10n-zh-tw:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:19 upgrade libreoffice-l10n-zh-cn:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:19 status half-configured libreoffice-l10n-zh-cn:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:19 status unpacked libreoffice-l10n-zh-cn:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:19 status half-installed libreoffice-l10n-zh-cn:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:19 status unpacked libreoffice-l10n-zh-cn:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:20 upgrade libreoffice-l10n-ru:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:20 status half-configured libreoffice-l10n-ru:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:20 status unpacked libreoffice-l10n-ru:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:20 status half-installed libreoffice-l10n-ru:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:20 status unpacked libreoffice-l10n-ru:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:20 upgrade libreoffice-l10n-pt-br:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:20 status half-configured libreoffice-l10n-pt-br:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:20 status unpacked libreoffice-l10n-pt-br:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:20 status half-installed libreoffice-l10n-pt-br:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:20 status unpacked libreoffice-l10n-pt-br:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:20 upgrade libreoffice-l10n-pt:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:20 status half-configured libreoffice-l10n-pt:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:20 status unpacked libreoffice-l10n-pt:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:20 status half-installed libreoffice-l10n-pt:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:21 status unpacked libreoffice-l10n-pt:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:21 upgrade libreoffice-l10n-ja:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:21 status half-configured libreoffice-l10n-ja:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:21 status unpacked libreoffice-l10n-ja:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:21 status half-installed libreoffice-l10n-ja:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:21 status unpacked libreoffice-l10n-ja:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:21 upgrade libreoffice-l10n-it:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:21 status half-configured libreoffice-l10n-it:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:21 status unpacked libreoffice-l10n-it:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:21 status half-installed libreoffice-l10n-it:all 1:7.3.7-0ubuntu0.22.04.4
2024-08-18 20:51:21 status unpacked libreoffice-l10n-it:all 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:21 upgrade libreoffice-l10n-fr:all 1:7.3.7-0ubuntu0.22.04.4 1:7.3.7-0ubuntu0.22.04.6
2024-08-18 20:51:21 status half-configured libreoffice-l10n-fr:all 1:7.3.7-0ubuntu0.22.04.4
